"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out"
640,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,107124,0,0
641,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,145880,0,0
642,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,3,"3.0","10.3","0.0","1.3",0,0,1,1,0,"0.00","0.02","0.02","0.18",60,0,15472,0,0
643,7,13,4,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,71,0,0,0,3,0,0,0,0,0,0,0,10,"15.6","1.7","0.0","1.7",3,7,4,14,1,"0.00","0.01","0.01","2.20",55,0,6500,0,0
644,7,13,2,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,72,0,0,0,3,0,0,0,0,0,0,0,5,"4.6","17.7","5.0","2.7",0,0,2,2,1,"0.02","0.03","0.05","2.20",55,0,8829,0,0
645,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,18,0,0,0,1,0,0,0,0,0,0,0,5,"3.4","0.6","19.0","2.3",0,0,0,0,0,"0.08","0.02","0.10","0.24",55,0,4451,0,0
646,7,13,2,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,20,"19.4","14.8","4.0","3.8",3,2,4,9,1,"0.00","0.04","0.04","2.44",55,0,11020,0,0
647,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,1178,0,0
648,7,13,2,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,0,4,0,0,0,0,0,0,0,9,"8.4","6.5","7.0","2.2",0,4,2,6,1,"0.05","0.02","0.07","2.44",55,0,3983,0,0
649,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,280,0,0
650,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,32221,0,0
651,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,38576,0,0
652,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,155378,0,0
653,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,8971,0,0
654,7,13,2,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,81,0,0,0,4,0,0,0,0,0,0,0,8,"11.0","2.3","45.0","5.8",3,1,1,5,1,"0.31","0.01","0.32","2.25",65,0,474697,0,0
655,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,54084,0,0
656,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,10147,0,0
657,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4090,0,0
658,7,13,0,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,221318,0,0
663,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,17,0,0,0,1,0,0,0,0,0,0,0,2,"2.2","12.0","2.0","1.6",0,2,0,2,0,"0.00","0.02","0.02","0.24",55,0,71620,0,0
682,7,13,1,TRUE,"2025-08-16T16:30:00Z",0,4,1,FALSE,71,0,0,0,3,0,0,0,0,0,0,0,-4,"7.2","0.8","2.0","1.0",3,2,1,4,1,"0.00","0.00","0.00","2.20",45,0,7272,0,0
